id,name,title,cost,inkwell,attack,defence,color,type,action,flavour,separator,stars,illustrator,card_set_id,language,number,pack,rarity,image,blurhash,franchise_id,final,spoiler,created_at,updated_at,traits,prices,franchise,languages
195,Freeze,,2,0,,,5,action,Exert chosen opposing character.,It's time for you to chill.,pen,0,Cristian Romero,2,EN,63,204,common,https://images.lorcania.com/cards/tfc/63_en_freeze-716.webp,,3,1,0,2023-07-25T13:36:48.000000Z,2023-07-25T13:36:48.000000Z,['Action'],0.25,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 195, 'language': 'EN', 'name': 'Freeze', 'title': None, 'action': 'Exert chosen opposing character.', 'flavour': ""It's time for you to chill."", 'image': 'https://images.lorcania.com/cards/tfc/63_en_freeze-716.webp'}, 'DE': {'card_id': 195, 'language': 'DE', 'name': 'Einfrieren', 'title': None, 'action': 'Erschöpfe einen gegnerischen Charakter deiner Wahl.', 'flavour': 'Es wird Zeit für eine Abkühlung.', 'image': 'https://images.lorcania.com/cards/tfc/63_de_freeze-716.webp'}, 'FR': {'card_id': 195, 'language': 'FR', 'name': 'Gel', 'title': None, 'action': 'Choisissez un personnage adverse et épuisez-le.', 'flavour': 'Je ne voudrais pas jeter un froid.', 'image': 'https://images.lorcania.com/cards/tfc/63_fr_freeze-716.webp'}}"
196,Genie,Powers Unleashed,8,0,3,5,3,glimmer,"<b>Shift</b> 6 (<i>You may pay 6 ⬡ to play this on top of one of your characters named Genie.</i>)<br /><b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br /><mark>PHENOMENAL COSMIC POWER</mark> Whenever this character quests, you may play an action with cost 5 or less for free.",,,3,Javier Salas,2,EN,76,204,rare,https://images.lorcania.com/cards/tfc/76_en_genie-716.webp,,10,1,0,2023-07-25T13:57:24.000000Z,2023-07-25T13:57:24.000000Z,"['Floodborn', 'Hero']",1.48,"{'id': 10, 'name': 'Aladdin', 'slug': 'aladdin', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FAladdin.png'}","{'EN': {'card_id': 196, 'language': 'EN', 'name': 'Genie', 'title': 'Powers Unleashed', 'action': '<b>Shift</b> 6 (<i>You may pay 6 ⬡ to play this on top of one of your characters named Genie.</i>)<br />\n<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br />\n<mark>PHENOMENAL COSMIC POWER</mark> Whenever this character quests, you may play an action with cost 5 or less for free.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/76_en_genie-716.webp'}, 'DE': {'card_id': 196, 'language': 'DE', 'name': 'Dschinni', 'title': 'Entfesselte Energie', 'action': '<b>Gestaltwandel</b> 6 (<i>Du kannst 6 ⬡ zahlen, um diesen Charakter auf einen deiner anderen Dschinni-Charaktere auszuspielen.</i>)<br />\n<b>Wendig</b> <i>(Nur Charaktere mit Wendig können diesen Charakter herausfordern.)</i><br />\n<mark>KOSMISCHE KRÄFTE</mark> Jedes Mal, wenn dieser Charakter erkundet, darfst du eine Aktion, die 5 oder weniger kostet, kostenlos ausspielen.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/76_de_genie-716.webp'}, 'FR': {'card_id': 196, 'language': 'FR', 'name': 'Génie', 'title': 'Déchaîne ses pouvoirs', 'action': ""<b>Alter</b> 6 (<i>Vous pouvez payer 6 ⬡ pour jouer ce personnage sur l'un de vos personnages Génie.</i>)<br />\n<b>Insaisissable</b> <i>(Seuls les personnages avec Insaisissable peuvent défier ce personnage.)</i><br />\n<mark>POUVOIR COSMIQUE PHÉNOMÉNAL</mark> Lorsque ce personnage est envoyé à l'aventure, vous pouvez jouer gratuitement une carte action coûtant 5 ou moins."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/76_fr_genie-716.webp'}}"
197,Tamatoa,Drab Little Crab,2,1,1,4,3,glimmer,,"“Someday, I'll grow up to be the most crabulous crustacean the world has ever seen!”",pen,1,Jeff Murchie,2,EN,92,204,uncommon,https://images.lorcania.com/cards/tfc/92_en_tamatoa-716.webp,,11,1,0,2023-07-25T14:20:15.000000Z,2023-07-25T14:20:15.000000Z,['Dreamborn'],0.25,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 197, 'language': 'EN', 'name': 'Tamatoa', 'title': 'Drab Little Crab', 'action': None, 'flavour': ""“Someday, I'll grow up to be the most crabulous crustacean the world has ever seen!”"", 'image': 'https://images.lorcania.com/cards/tfc/92_en_tamatoa-716.webp'}, 'DE': {'card_id': 197, 'language': 'DE', 'name': 'Tamatoa', 'title': 'Glanzlose kleine Krabbe', 'action': None, 'flavour': '„Eines Tages werde ich das krabbatastischte Krustentier sein das die Welt je gesehen hat!“', 'image': 'https://images.lorcania.com/cards/tfc/92_de_tamatoa-716.webp'}, 'FR': {'card_id': 197, 'language': 'FR', 'name': 'Tamatoa', 'title': None, 'action': None, 'flavour': '""Un jour, je deviendrai le crustacé le plus crabuleux que le monde ai jamais parlé.""', 'image': 'https://images.lorcania.com/cards/tfc/92_fr_tamatoa-716.webp'}}"
198,Tinker Bell,Most Helpful,4,1,2,3,3,glimmer,"<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br /><mark>PIXIE DUST</mark> When you play this character, chosen character gains <b>Evasive</b> this turn.",,,2,Caner Soylu,2,EN,93,204,common,https://images.lorcania.com/cards/tfc/93_en_tinker_bell-716.webp,,7,1,0,2023-07-25T15:15:18.000000Z,2023-07-25T15:15:18.000000Z,"['Ally', 'Fairy', 'Storyborn']",0.5,"{'id': 7, 'name': 'Peter Pan', 'slug': 'peter-pan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FPeter_Pan.png'}","{'EN': {'card_id': 198, 'language': 'EN', 'name': 'Tinker Bell', 'title': 'Most Helpful', 'action': '<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br />\n<mark>PIXIE DUST</mark> When you play this character, chosen character gains <b>Evasive</b> this turn.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/93_en_tinker_bell-716.webp'}, 'DE': {'card_id': 198, 'language': 'DE', 'name': 'Naseweis', 'title': 'Stets hilfsbereit', 'action': '<b>Wendig</b> <i>(Nur Charaktere mit Wendig können diesen Charakter herausfordern.)</i><br />\n<mark>Feenglanz</mark> Wenn du diesen Charakter ausspielst, erhält ein Charakter deiner Wahl in diesem Zug  <b>Wendig</b>.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/93_de_tinker_bell-716.webp'}, 'FR': {'card_id': 198, 'language': 'FR', 'name': 'La Fée Clochette', 'title': 'La plus serviable', 'action': '<b>Insaisissable</b> <i>(Seuls les personnages avec Insaisissable peuvent défier ce personnage.)</i><br />\n<mark>POUSSIÈRE DE FÉE</mark> Lorsque vous jouez ce personnage, choisissez un personnage qui gagne <b>Insaisissable</b>pour le reste de ce tour.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/93_fr_tinker_bell-716.webp'}}"
199,Dr. Facilier's Cards,,2,0,,,3,item,<mark>THE CARDS WILL TELL</mark> ↷ − You pay 1 ⬡ less for the next action you play this turn.,"“Take a little trip into your future with me!” −Dr. Facilier",book,0,Koni,2,EN,101,204,uncommon,https://images.lorcania.com/cards/tfc/101_en_dr_faciliers_cards-716.webp,,22,1,0,2023-07-25T15:30:33.000000Z,2023-07-25T15:30:33.000000Z,['Item'],0.38,"{'id': 22, 'name': 'The Princess and the Frog', 'slug': 'the-princess-and-the-frog', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/The_Princess_and_the_Frog.png'}","{'EN': {'card_id': 199, 'language': 'EN', 'name': ""Dr. Facilier's Cards"", 'title': None, 'action': '<mark>THE CARDS WILL TELL</mark> ↷ − You pay 1 ⬡ less for the next action you play this turn.', 'flavour': '“Take a little trip into your future with me!” \n−Dr. Facilier', 'image': 'https://images.lorcania.com/cards/tfc/101_en_dr_faciliers_cards-716.webp'}, 'DE': {'card_id': 199, 'language': 'DE', 'name': 'Dr. Faciliers Karten', 'title': None, 'action': ""<mark>IN DEN KARTEN STEHT'S</mark> ↷ − Du zahlst 1 ⬡ weniger für die nächste Aktion, die du in diesem Zug ausspielst."", 'flavour': '„Wirf jetzt einen Blick in deine Zukunft mit mir“ - Dr. Facilier', 'image': 'https://images.lorcania.com/cards/tfc/101_de_dr_faciliers_cards-716.webp'}, 'FR': {'card_id': 199, 'language': 'FR', 'name': 'Cartes du Dr. Facilier', 'title': None, 'action': '<mark>DIVINATION</mark> ↷ − La prochaine carte action que vous jouez durant ce tour coûte 1 ⬡ de moins.', 'flavour': '""Venez découvrir votre avenir avec moi !"" - Dr. Facilier', 'image': 'https://images.lorcania.com/cards/tfc/101_fr_dr_faciliers_cards-716.webp'}}"
200,Maui,Hero to All,5,1,6,5,1,glimmer,"<b>Rush</b> <i>(This character can challenge the turn they're played.)</i><br /><b>Reckless</b> <i>(This character can't quest and must challenge each turn if able.)</i>",“What I believe you were trying to say is ‘Thank you.’”,book,0,Pirel / Marco Giorgianni,2,EN,114,204,rare,https://images.lorcania.com/cards/tfc/114_en_maui-716.webp,,11,1,0,2023-07-25T16:44:07.000000Z,2023-07-25T16:44:07.000000Z,"['Deity', 'Hero', 'Storyborn']",13.19,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 200, 'language': 'EN', 'name': 'Maui', 'title': 'Hero to All', 'action': ""<b>Rush</b> <i>(This character can challenge the turn they're played.)</i><br />\n<b>Reckless</b> <i>(This character can't quest and must challenge each turn if able.)</i>"", 'flavour': '“What I believe you were trying to say is ‘Thank you.’”', 'image': 'https://images.lorcania.com/cards/tfc/114_en_maui-716.webp'}, 'DE': {'card_id': 200, 'language': 'DE', 'name': 'Maui', 'title': 'Held von Allen', 'action': '<b>Rasant</b> <i>(Dieser Charakter kann im selben Zug herausfordern, in dem er ausgespielt wird.)</i><br />\n<b>Impulsiv</b> <i>(Dieser Charakter kann nicht erkunden und muss in jedem Zug herausfordern, wenn möglich.)</i>', 'flavour': '„Also, ich glaube, was du wirklcih sagen willst, ist ‚Danke‘.“', 'image': 'https://images.lorcania.com/cards/tfc/114_de_maui-716.webp'}, 'FR': {'card_id': 200, 'language': 'FR', 'name': 'Maui', 'title': 'Idole des Hommes', 'action': ""<b>Charge</b> <i>(Ce personnage peut défier le tour où il est joué.)</i><br />\n<b>Combattant</b> <i>(Ce personnage ne peut pas être envoyé à l'aventure et doit défier à chaque tour s'il le peut.)</i>"", 'flavour': '""Je pense que ce que tu essayes de dire, c\'est \'Merci !\' ""', 'image': 'https://images.lorcania.com/cards/tfc/114_fr_maui-716.webp'}}"
201,Moana,Chosen by the Ocean,5,1,2,6,1,glimmer,"<mark>THIS IS NOT WHO YOU ARE</mark> When you play this character, you may banish chosen character named Te Ka.",“You know who you are.”,book,2,Tanisha Cherislin,2,EN,117,204,uncommon,https://images.lorcania.com/cards/tfc/117_en_moana-716.webp,,11,1,0,2023-07-25T16:51:56.000000Z,2023-07-25T16:51:56.000000Z,"['Hero', 'Princess', 'Storyborn']",0.35,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 201, 'language': 'EN', 'name': 'Moana', 'title': 'Chosen by the Ocean', 'action': '<mark>THIS IS NOT WHO YOU ARE</mark> When you play this character, you may banish chosen character named Te Ka.', 'flavour': '“You know who you are.”', 'image': 'https://images.lorcania.com/cards/tfc/117_en_moana-716.webp'}, 'DE': {'card_id': 201, 'language': 'DE', 'name': 'Vaiana', 'title': 'Vom Ozean auserwählt', 'action': '<mark>DU BIST NICHT, WAS MAN SIEHT</mark> Wenn du diesen Charakter ausspielst, darfst du einenTe-Kā-Charakter deiner Wahl verbannen.', 'flavour': '„Du bestimmst, wer du bist.“', 'image': 'https://images.lorcania.com/cards/tfc/117_de_moana-716.webp'}, 'FR': {'card_id': 201, 'language': 'FR', 'name': 'Vaiana', 'title': ""Choisie par l'Océan"", 'action': '<mark>MOI, JE SAIS QUI TU ES</mark>Lorsque vous jouez ce personnage, vous pouvez choisir Te Ka et le bannir.', 'flavour': '“Tu sais qui tu es.”', 'image': 'https://images.lorcania.com/cards/tfc/117_fr_moana-716.webp'}}"
202,Peter Pan,Fearless Fighter,3,0,3,2,1,glimmer,<b>Rush</b> <i>(This character can challenge the turn they're played.)</i>,"“Nobody calls Pan a coward and lives! I'll fight you man-to-man, with one hand behind my back.”",book,1,Anh Dang,2,EN,119,204,common,https://images.lorcania.com/cards/tfc/119_en_peter_pan-716.webp,,7,1,0,2023-07-25T16:54:24.000000Z,2023-07-25T16:54:24.000000Z,"['Hero', 'Storyborn']",0.25,"{'id': 7, 'name': 'Peter Pan', 'slug': 'peter-pan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FPeter_Pan.png'}","{'EN': {'card_id': 202, 'language': 'EN', 'name': 'Peter Pan', 'title': 'Fearless Fighter', 'action': ""<b>Rush</b> <i>(This character can challenge the turn they're played.)</i>"", 'flavour': ""“Nobody calls Pan a coward and lives! I'll fight you man-to-man, with one hand behind my back.”"", 'image': 'https://images.lorcania.com/cards/tfc/119_en_peter_pan-716.webp'}, 'DE': {'card_id': 202, 'language': 'DE', 'name': 'Peter Pan', 'title': 'Furchtloser Kämpfer', 'action': '<b>Rasant</b> <i>(Dieser Charakter kann im selben Zug herausfordern, in dem er ausgespielt wird.)</i>', 'flavour': '„Wer Pan einen Feigling nennt, der muss sterben! Wir kämpfen Mann gegen Mann und ich halte meine linke Hand auf dem Rücken!“', 'image': 'https://images.lorcania.com/cards/tfc/119_de_peter_pan-716.webp'}, 'FR': {'card_id': 202, 'language': 'FR', 'name': 'Peter Pan', 'title': 'Combattant intrépide', 'action': '<b>Charge</b> <i>(Ce personnage peut défier le tour où il est joué.)</i>', 'flavour': ""“La mort frappe ceux qui traitent Peter Pan de lâche! D'accord pour un combat singulier. Et je garde une main derrière le dos !”"", 'image': 'https://images.lorcania.com/cards/tfc/119_fr_peter_pan-716.webp'}}"
203,Te Ka,The Burning One,6,0,8,6,1,glimmer,<b>Reckless</b> <i>(This character can't quest and must challenge each turn if able.)</i>,She burns for that which was stolen from her.,pen,0,Kamil Murzyn,2,EN,126,204,super_rare,https://images.lorcania.com/cards/tfc/126_en_te_ka-716.webp,,11,1,0,2023-07-25T17:02:09.000000Z,2023-07-25T17:02:09.000000Z,"['Deity', 'Villain', 'Storyborn']",0.99,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 203, 'language': 'EN', 'name': 'Te Ka', 'title': 'The Burning One', 'action': ""<b>Reckless</b> <i>(This character can't quest and must challenge each turn if able.)</i>"", 'flavour': 'She burns for that which was stolen from her.', 'image': 'https://images.lorcania.com/cards/tfc/126_en_te_ka-716.webp'}, 'DE': {'card_id': 203, 'language': 'DE', 'name': 'Te Ka', 'title': 'Brandgefährlich', 'action': '<b>Impulsiv</b> <i>(Dieser Charakter kann nicht erkunden und muss in jedem Zug herausfordern, wenn möglich.)</i>', 'flavour': 'Die Flammen des Zorns sind Zeichen ihres Verlusts.', 'image': 'https://images.lorcania.com/cards/tfc/126_de_te_ka-716.webp'}, 'FR': {'card_id': 203, 'language': 'FR', 'name': 'Te Ka', 'title': 'Démon de la Terre du Feu', 'action': ""<b>Combattant</b> <i>(Ce personnage ne peut pas être envoyé à l'aventure et doit défier à chaque tour s'il le peut.)</i>"", 'flavour': ""Elle brûle de retrouver ce qu'on lui a volé."", 'image': 'https://images.lorcania.com/cards/tfc/126_fr_te_ka-716.webp'}}"
204,Chief Tui,Respected Leader,7,1,3,6,2,glimmer,"<b>Support</b> <i>(Whenever this character quests, you may add their ※ to another chosen character‘s ※ this turn.)</i>",“You can always rely on the strength of those who love you.”,pen,3,Pirel,2,EN,143,204,uncommon,https://images.lorcania.com/cards/tfc/143_en_chief_tui-716.webp,,11,1,0,2023-07-25T17:04:05.000000Z,2023-07-25T17:04:05.000000Z,"['King', 'Mentor', 'Storyborn']",0.35,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 204, 'language': 'EN', 'name': 'Chief Tui', 'title': 'Respected Leader', 'action': '<b>Support</b> <i>(Whenever this character quests, you\x03 may add their ※ to another chosen character‘s ※ this turn.)</i>', 'flavour': '“You can always rely on the strength of those who love you.”', 'image': 'https://images.lorcania.com/cards/tfc/143_en_chief_tui-716.webp'}, 'DE': {'card_id': 204, 'language': 'DE', 'name': 'Tui', 'title': 'Respektierter Anführer', 'action': '<b>Unterstützen</b> <i>(Jedes Mal, wenn dieser Charakter erkundet, darfst du seine ※ in diesem Zug zur ※ eines anderen Charakter deiner Wahl addieren.)</i>', 'flavour': '„Du kannst dich immer auf die Kraft derer verlassen, die dich lieben“', 'image': 'https://images.lorcania.com/cards/tfc/143_de_chief_tui-716.webp'}, 'FR': {'card_id': 204, 'language': 'FR', 'name': 'Tui', 'title': 'Chef respecté', 'action': ""<b>Soutien</b> <i>(Lorsque ce personnage est envoyé à l'aventure, vous pouvez ajouter sa ※ à celle d'un autre personnage au choix pour le reste de ce tour.)</i>"", 'flavour': '""Tu pourras toujours compter sur la force de ceux qui t\'aiment""', 'image': 'https://images.lorcania.com/cards/tfc/143_fr_chief_tui-716.webp'}}"
205,Hades,Infernal Schemer,7,0,3,6,2,glimmer,"<mark>IS THERE A DOWNSIDE TO THIS?</mark> When you play this character, you may put chosen opposing character into their player's inkwell facedown.","“He's gotta have a weakness, because everybody's got a weakness.”",book,2,Matthew Robert Davies,2,EN,147,204,legendary,https://images.lorcania.com/cards/tfc/147_en_hades-716.webp,,9,1,0,2023-07-25T17:09:31.000000Z,2023-07-25T17:09:31.000000Z,"['Dreamborn', 'Deity', 'Villain']",30,"{'id': 9, 'name': 'Hercules', 'slug': 'hercules', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FHercules.png'}","{'EN': {'card_id': 205, 'language': 'EN', 'name': 'Hades', 'title': 'Infernal Schemer', 'action': ""<mark>IS THERE A DOWNSIDE TO THIS?</mark> When you play this character, you may put chosen opposing character into their player's inkwell facedown."", 'flavour': ""“He's gotta have a weakness, because everybody's got a weakness.”"", 'image': 'https://images.lorcania.com/cards/tfc/147_en_hades-716.webp'}, 'DE': {'card_id': 205, 'language': 'DE', 'name': 'Hades', 'title': 'Höllischer Intrigant', 'action': '<mark>KÖNNTE DA EIN HAKEN SEIN?</mark> Wenn du diesen Charakter ausspielst, darfst du einen gegnerischen Charakter deiner Wahl verdeckt in den zugehörigen Tintenvorrat legen.', 'flavour': '„Sieh mal, der muss doch eine Schwäche haben, weil, wie wir wissen, jeder eine Schwäche hat.“', 'image': 'https://images.lorcania.com/cards/tfc/147_de_hades-716.webp'}, 'FR': {'card_id': 205, 'language': 'FR', 'name': 'Hadès', 'title': 'Conspirateur infernal', 'action': ""<mark>Y AURAIT-IL UN OS LA-DESSOUS?</mark> Lorsque vous jouez ce personnage, vous pouvez choisir un personnage adverse et le placer, face cachée, dans la réserve d'encre de son propriétaire."", 'flavour': '""Il doit avoir une faiblesse puisque tout le monde a une faiblesse.""', 'image': 'https://images.lorcania.com/cards/tfc/147_fr_hades-716.webp'}}"
